Product Name,Sales,revenue_percent,cumulative_percent,ABC_class,mean,std,CV,XYZ_class,ABC_XYZ
TaylorMade White Smoke IN-12 Putter,19298.06989294,0.05246309577708928,98.2449950467175,C,32.166666666666664,18.723425612495877,0.5820754076423589,Y,CY
Garmin Approach S3 Golf GPS Watch,19249.2304235,0.05233032240767216,98.29732536912518,C,12.833333333333334,7.985403350280227,0.6222392220997579,Y,CY
Brooks Women's Ghost 6 Running Shoe,19077.88003532,0.051864494898682896,98.34918986402386,C,35.333333333333336,16.621271511730583,0.47041334467162027,X,CX
Glove It Women's Imperial Golf Glove,18810.58979375,0.051137848471264874,98.40032771249513,C,33.607142857142854,11.985606447099869,0.3566386615502618,X,CX
Fitbit The One Wireless Activity & Sleep Trac,18690.64982615,0.050811783634594244,98.45113949612973,C,31.166666666666668,14.958832396502965,0.4799625367861914,X,CX
Nike Kids' Grade School KD VI Basketball Shoe,18598.1399916,0.050560289452158166,98.50169978558189,C,31.0,14.872793954062566,0.47976754690524404,X,CX
Elevation Training Mask 2.0,18477.6899717,0.05023283800414171,98.55193262358603,C,38.5,23.939507096011816,0.62180537911719,Y,CY
The North Face Women's Recon Backpack,17919.0,0.048714001889566365,98.60064662547559,C,30.166666666666668,15.07868252423489,0.4998458295326483,X,CX
Top Flite Women's 2014 XL Hybrid,17731.12981181,0.04820326419759243,98.64884988967319,C,31.678571428571427,9.483137359539521,0.2993549561072228,X,CX
Polar FT4 Heart Rate Monitor,17638.04005408,0.047950193455142606,98.69680008312832,C,32.666666666666664,22.096756926451143,0.6764313344831983,Y,CY
Bag Boy M330 Push Cart,16637.919929480002,0.04523129989860722,98.74203138302693,C,34.666666666666664,23.235031023578742,0.6702412795263099,Y,CY
Glove It Women's Mod Oval Golf Glove,16031.97982176,0.04358401112398608,98.78561539415091,C,28.642857142857142,10.474711295285266,0.3657006437256701,X,CX
Hirzl Women's Soffft Flex Golf Glove,15993.10980566,0.04347834038132505,98.82909373453224,C,31.75,12.234211291535141,0.3853294894971698,X,CX
LIJA Women's Argyle Golf Polo,15600.0,0.04240964504030555,98.87150337957254,C,32.5,19.31579664419772,0.594332204436853,Y,CY
Glove It Imperial Golf Towel,14870.69978864,0.04042699356007495,98.91193037313262,C,33.214285714285715,12.254574785548586,0.3689549397799574,X,CX
Glove It Urban Brick Golf Towel,14151.14979326,0.03847084869515064,98.95040122182778,C,31.607142857142858,11.823828062556984,0.37408721553852603,X,CX
Garmin Forerunner 910XT GPS Watch,13999.649657,0.03805898542576958,98.98846020725354,C,35.0,,,Z,CZ
Pelican Maverick 100X Kayak,13999.599608,0.03805884936421031,99.02651905661774,C,40.0,,,Z,CZ
Cleveland Golf Collegiate My Custom Wedge 588,13649.3503575,0.03710667331361172,99.06362572993136,C,10.833333333333334,6.112828041640519,0.5642610499975863,Y,CY
Titleist Small Wheeled Travel Cover,13499.460297,0.03669918714304281,99.1003249170744,C,9.0,4.8166378315169185,0.5351819812796577,Y,CY
Mio ALPHA Heart Rate Monitor/Sport Watch,13333.0,0.036246653674512436,99.13657157074891,C,11.166666666666666,5.776388721914988,0.5172885422610437,Y,CY
Hirzl Women's Hybrid Golf Glove,13311.11981353,0.03618717092184523,99.17275874167076,C,31.714285714285715,12.589993507064907,0.39698177724979433,X,CX
Hirzl Men's Hybrid Golf Glove,12951.35980753,0.03520913924529663,99.20796788091606,C,30.857142857142858,9.625253380846793,0.31192950771262756,X,CX
GoPro HERO3+ Black Edition Camera,12799.6796864,0.03479678667498933,99.24276466759105,C,32.0,,,Z,CZ
Nike Men's Kobe IX Elite Low Basketball Shoe,12599.3703465,0.03425223231579594,99.27701689990684,C,10.5,7.259476565152615,0.6913787204907252,Y,CY
Sports Books ,12587.3999676,0.034219690038863444,99.31123658994571,C,202.5,149.19953083036154,0.7367878065696866,Y,CY
Baby sweater,12229.56037881,0.03324687914514852,99.34448346909086,C,103.5,30.405591591021544,0.2937738317973096,X,CX
Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,12096.0,0.032883786308175386,99.37736725539904,C,10.666666666666666,7.033254343948231,0.6593675947451467,Y,CY
GolfBuddy VT3 GPS Watch,11799.4103245,0.032077487406856516,99.40944474280589,C,9.833333333333334,5.192943930629972,0.5280959929454209,Y,CY
TaylorMade 2014 Purelite Stand Bag,11699.3503575,0.03180546768357352,99.44125021048946,C,10.833333333333334,5.776388721914988,0.5332051127921528,Y,CY
MDGolf Pittsburgh Penguins Putter,11598.549881160001,0.0315314348360432,99.4727816453255,C,29.0,18.12456896039186,0.6249851365652365,Y,CY
Total Gym 1400,10799.639647200001,0.029359543846215565,99.50214118917171,C,36.0,,,Z,CZ
Garmin Approach S4 Golf GPS Watch,10799.639647200001,0.029359543846215565,99.53150073301792,C,36.0,,,Z,CZ
adidas Brazuca 2014 Official Match Ball,10399.3503575,0.02827133059688139,99.5597720636148,C,10.833333333333334,4.622409184253019,0.42668392470027866,X,CX
Ogio Race Golf Shoes,10369.3903355,0.028189882270059613,99.58796194588486,C,12.2,5.403702434442518,0.4429264290526655,X,CX
Titleist Club Glove Travel Cover,10199.6596668,0.027728458076981363,99.61569040396184,C,34.0,,,Z,CZ
SOLE E25 Elliptical,9999.899902,0.02718539777451322,99.64287580173635,C,5.0,4.242640687119285,0.8485281374238569,Y,CY
Merrell Women's Siren Mid Waterproof Hiking B,9449.300385,0.025688556103017478,99.66856435783937,C,11.666666666666666,8.334666560017064,0.7143999908586055,Y,CY
Merrell Men's All Out Flash Trail Running Sho,9349.149821500001,0.0254162900870802,99.69398064792645,C,14.166666666666666,7.782458908768274,0.549350040618937,Y,CY
insta-bed Neverflat Air Mattress,8999.40033,0.02446547266480184,99.71844612059125,C,10.0,6.131883886702357,0.6131883886702357,Y,CY
Stiga Master Series ST3100 Competition Indoor,8909.7297354,0.024221697146369844,99.74266781773763,C,27.0,,,Z,CZ
Clicgear 8.0 Shoe Brush,8871.119937156,0.024116733823382287,99.766784551561,C,31.714285714285715,10.117301436637558,0.3190140092633464,X,CX
TaylorMade Women's RBZ SL Rescue,8839.320373999999,0.024030284580697496,99.7908148361417,C,11.333333333333334,7.99166232186187,0.7051466754584003,Y,CY
Diamondback Boys' Insight 24 Performance Hybr,8699.709715800002,0.02365074365389587,99.81446557979561,C,29.0,,,Z,CZ
Diamondback Girls' Clarity 24 Hybrid Bike 201,8399.7197256,0.02283520076927877,99.83730078056489,C,28.0,,,Z,CZ
Cleveland Golf Women's 588 RTX CB Satin Chrom,8399.299853,0.022834059317488505,99.86013483988238,C,11.666666666666666,5.680375574437544,0.48688933495178954,X,CX
LIJA Women's Button Golf Dress,8208.0,0.022313997851976155,99.88244883773436,C,12.666666666666666,6.801960501698511,0.5369968817130404,Y,CY
Nike Men's Fingertrap Max Training Shoe,7999.3598656,0.021746795669856562,99.90419563340421,C,10.666666666666666,6.15358973824764,0.5768990379607163,Y,CY
Merrell Women's Grassbow Sport Waterproof Hik,7539.420319,0.02049641920118316,99.9246920526054,C,9.666666666666666,5.819507424745384,0.6020180094564191,Y,CY
Bushnell Pro X7 Jolt Slope Rangefinder,6599.8898922,0.017942242797006572,99.9426342954024,C,5.5,2.1213203435596424,0.385694607919935,X,CX
Toys ,6104.65997884,0.016595927102202795,99.9592302225046,C,264.5,16.263455967290593,0.061487546190134565,X,CX
Bowflex SelectTech 1090 Dumbbells,5999.899901999999,0.016311129815460516,99.97554135232006,C,5.0,2.8284271247461903,0.565685424949238,Y,CY
Polar Loop Activity Tracker,5937.2998326,0.016140947333232795,99.99168229965329,C,9.0,4.0,0.4444444444444444,X,CX
CDs of rock,3059.5899891599997,0.00831770034674025,100.00000000000003,C,135.5,3.5355339059327378,0.026092501150795113,X,CX
